,Unnamed: 0,Unnamed: 0.1,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
378,378,378,379349148664725504,RT @CherylPreheim: Rescues in Broomfield #coflood http://t.co/Zl0VrIAmAA,Outsiders,['Volunteer'],Related and informative
379,379,379,379356052493312000,@cyclist_lawyer 100$ raised so far and just four hours in! #coflood,Outsiders,['Volunteer'],Related and informative
380,380,380,379357990261755904,Help #coloradoflood http://t.co/tTRZoDCaJL,Outsiders,['Volunteer'],Related and informative
381,381,381,379358808134254592,"RT @DisasterTechLab: OK, the decison has been made. We're sending a core team to Boulder to provide Internet access and comms. #coflood #bo…",Business,['Volunteer'],Related and informative
382,382,382,379363761603481600,RT @RednockGeog: “@guardian: Colorado floods: rescuers rush to evacuate stranded communities:  http://t.co/tq82PT6efp” yr12 world at risk,Media,['Volunteer'],Related and informative
383,383,383,379410108675289088,RT @BoulderRelief: Can you help with long-term housing of #BoulderFlood victims? Please let us know: boulderfloodrelief at gmail dot com,NGOs,['Volunteer'],Related and informative
384,384,384,379410586817527808,RT @realstevem: Does anyone know of some vacant warehouse space near central Boulder for @Boulderrelief Flood relief efforts? #boulderflood,Outsiders,['Volunteer'],Related and informative
385,385,385,379412537185275904,#climate Colorado floods: rescuers rush to evacuate stranded communities: AP http://t.co/s89lZOd0L2 *death VIDEO: http://t.co/zYLDxRiafn,Media,['Volunteer'],Related and informative
386,386,386,379414286185267200,RT @EI_Climate: #climate Colorado floods: rescuers rush to evacuate stranded communities: AP http://t.co/s89lZOd0L2 *death VIDEO: http://t.…,Media,['Volunteer'],Related and informative
387,387,387,379431671570771968,RT @GaltsGirl: The Red Cross arrived.... #COFlood http://t.co/mTojg0SaFu,NGOs,['Volunteer'],Related and informative
388,388,388,379447492498059264,MT @MVFireRescue Water distribution to start at 8am tomorrow. 3561 Stagecoach Rd #Longmont (MVFR's new admin bldg). #Longmontflood #coflood,Government,['Volunteer'],Related and informative
389,389,389,379465200832753664,RT @FoothillsUW: Your support is desperately needed. Please help now. #COFLOOD #BOULDERFLOOD  #LONGMNOTFLOOD    http://t.co/5UauZR8pIM,Outsiders,['Volunteer'],Related and informative
390,390,390,379557311968079872,RT @9NEWS: 15 counties in disaster declaration. FEMA hotline 1-800-621-3362. #COFlood #9NEWSMornings http://t.co/U59daijSjJ,Media,['Volunteer'],Related and informative
391,391,391,379602534945808384,RT @carolynsave Our team made it over weekend 2 #Coloradoflood to help in the @RedCross shelters there to meet needs of #kids Keep the...,NGOs,['Volunteer'],Related and informative
392,392,392,379628933886386176,"#COFlood, look at that sun trying to peak it's way through the clouds!  Help CO Flood victims &amp; their families @AmericanRedCross",Outsiders,['Volunteer'],Related - but not informative
393,393,393,379630469018447872,Useless &amp; deadly federal bureaucracy .@hackernewsrss UAV Provides Colorado Flooding Assistance Until FEMA Freaks Out http://t.co/wrCNjo2c51,Media,['Volunteer'],Related and informative
394,394,394,379631840539054082,RT @CBS4Tim: Colorado broadcasters planning a telethon for #COflood victims this week. More details to be released later today.,Media,['Volunteer'],Related and informative
395,395,395,379640191402508288,AHA Red Star rescue team mobilizes to help animal victims of Colorado floods http://t.co/tg199gplGr via @BunnyJeanCook,NGOs,['Volunteer'],Related and informative
396,396,396,379645459457146880,#AWWA offers support and resources to flooded communities in Colorado. http://t.co/1cHErygsvN #coflood,NGOs,['Volunteer'],Related and informative
397,397,397,379676857991323648,"RT @femaregion8: Individuals impacted by #COflood in Adams, Boulder, Larimer &amp; Weld counties – apply for @fema assistance at http://t.co/Ug…",Government,['Volunteer'],Related and informative
398,398,398,379679601087492096,RT @BoulderFlood: Salvation Army needs toiletries &amp; socks for #BoulderFlood victims! They can provide blankets/sheets right now. Go to 1701…,NGOs,['Volunteer'],Related and informative
399,399,399,379703361798299648,RT @COEmergency: RT @weldgov: Food and volunteers needed at the Weld Food Bank...http://t.co/NsPtcveVN3 #COFlood,NGOs,['Volunteer'],Related and informative
400,400,400,379711926605209600,cc @babrbi_twins #COpets RT @NinaSparano: #Coflood Evacuated dog runs to his owner waiting at the #RedCross http://t.co/YiqTmxeE73,Outsiders,['Volunteer'],Related and informative
401,401,401,379722416533946368,RT @COEmergency: To register for FEMA disaster assistance: http://t.co/dpdM9XkA4U #COflood,Government,['Volunteer'],Related and informative
402,402,402,379727273563537408,The Devastating Floods In Colorado And How You Can Help http://t.co/UsVMBluP6X,Media,['Volunteer'],Related - but not informative
403,403,403,379727533581008896,How You Can Help With The Devastating Floods In Colorado http://t.co/jFlYy1nnjf,Media,['Volunteer'],Related and informative
404,404,404,379739172765831169,Colorado floods: How to help: Many organizations are already trying to find ways to help thousands of Colorada... http://t.co/8KSx2H6m4b,Media,['Volunteer'],Related and informative
405,405,405,379743895581511680,"Chase to Donate $75,000 to Help after Colorado Floods http://t.co/hg2jQgZIm5",Business,['Volunteer'],Related and informative
406,406,406,379758122652672000,World Vision to deploy relief supplies to Colorado floods http://t.co/Pej7H7EwY6,NGOs,['Volunteer'],Related and informative
407,407,407,379772630741835776,"#CruzRoja: Misión, Visión y Principales Objectivos ☑ http://t.co/pyY244b4sW | #RedCross #COFlood #cofloods #coflooding #CO #COFloodRelief",NGOs,['Volunteer'],Related and informative
408,408,408,379781006753947648,RT @shipcompliant: We're organizing happy hour for #cofloodrelief this Thursday at Kitchen Next Door. 100% of the profits to Red Cross floo…,Business,['Volunteer'],Related - but not informative
409,409,409,379785192702885888,RT @CBSDenver: RT @CBS4Shaun: Human Airlift Rescue The Largest Since Hurricane Katrina http://t.co/31dIcwJTiJ #coflood,Media,['Volunteer'],Related and informative
410,410,410,379799184901435392,RT @MyBrownNewfies: Late night post. Helping Pets in the Colorado Flooding. #COFlood #BoulderFlood http://t.co/sIBjF3Qwgs,Media,['Volunteer'],Related and informative
411,411,411,379800963277549569,RT @YourAnonNews: #COflood Human Airlift Rescue The Largest Since Hurricane Katrina http://t.co/XOqIZB4CLM,Media,['Volunteer'],Related and informative
412,412,412,379814171119865858,RT @Cameron_Gray: Please remember to also help #COPets when you're helping those affected by the #COFlood,Outsiders,['Volunteer'],Related and informative
413,413,413,379831913021984768,RT @DaleLoberger: UAV Provides Colorado Flooding Assistance Until FEMA Freaks Out  http://t.co/OhtDLhsulS drone mapping for flood reconnais…,Media,['Volunteer'],Related and informative
414,414,414,379861990413320192,Ham Radio Operators help in emergencies during Colorado Floods - The Denver Post #ARES #coflood #hamr #Hamradio  - http://t.co/Fy9M7eSH2c,Media,['Volunteer'],Related and informative
415,415,415,379915903967580160,Animal Rescue - Pet Shop - Colorado Flooding - Help Animals Now https://t.co/aBv6uKmP43,NGOs,['Volunteer'],Related and informative
416,416,416,379918454104408064,MT @COEmergency Colorado 2-1-1 Recovery and Relief Guides http://t.co/VyeHrWp5Un … #COflood #hmrd ^CB,Government,['Volunteer'],Related and informative
417,417,417,379977384096587776,RT @freekibble: Big News! ALL @Halopets kibble raised today @Freekibble will go to pets impacted by the flooding in Colorado! http://t.co/M…,NGOs,['Volunteer'],Related and informative
418,418,418,379989564359589889,"RT @boulderweekly: #COFlood first responders eat free at the Smashburger's food truck. Niwot High School, 8789 Niwot Road. Today &amp; tomorrow…",Media,['Volunteer'],Related and informative
419,419,419,380026155463876608,Want to help #COFlood victims? Here's how: http://t.co/8CULqhGxob,Outsiders,['Volunteer'],Related - but not informative
420,420,420,380074125726711808,RT @SarCharLand: Interested in continued updates on #oilandgas and #coflood? Visit http://t.co/V6ACD2LJ55 or email info@coga.org - thanks #…,Government,['Volunteer'],Related and informative
421,421,421,380075455308525568,RT @COpetpantry: We're partnering w/ @HumaneBoulder to help displaced #boulderflood/#coflood victims feed #pets. To help: plz donate: https…,NGOs,['Volunteer'],Related and informative
422,422,422,380081197289725953,RT @COpetpantry: We're partnering w/ @HumaneBoulder to help displaced #boulderflood/#coflood victims feed #pets. To help: plz donate: https…,NGOs,['Volunteer'],Related and informative
423,423,423,380084338856955904,@CBSDenver @mariancall is hosting a live+online concert benefit tonight for the #COFlood! Pls share! #MCCOrelief http://t.co/6FRLtzcH4T,Media,['Volunteer'],Related and informative
424,424,424,380121823339220993,RT @coolmompicks: Here's how you can help the Colorado flooding victims: http://t.co/3Wit38OU5a,Outsiders,['Volunteer'],Related and informative
425,425,425,380127972180905984,"Donate to #COflood recovery efforts at http://t.co/sW8YGs6Ph8. Please consider donating money, as funds are most easily put to greatest need",NGOs,['Volunteer'],Related and informative
426,426,426,380145907024404483,RT @CBSDenver: Please help with the #CoFloodRelief: https://t.co/3CtPCvzZPv #coflood How to help now: http://t.co/giyRlLXDzw http://t.co/Ho…,Media,['Volunteer'],Related - but not informative
427,427,427,380147811221647360,"RT @BigGigantic: 9.27 &amp; 9.28 CO shows BOTH #ColoradoFlood Relief Benefit Shows. Portion of proceeds donated &amp; food, clothing &amp; household it…",Media,['Volunteer'],Related and informative
428,428,428,380164953367265281,RT @freekibble: 100% of the kibble raised @Freekibble today goes to homeless pets impacted by the flooding in Colorado! Spread word! http:/…,Business,['Volunteer'],Related and informative
429,429,429,380168916976144384,"In honor of #s17, good time to check out #COflood (ff: @boulderflood) &amp; start building local crews to come help #occupy the recovery/rebuild",Outsiders,['Volunteer'],Related and informative
430,430,430,380176844223287296,"RT @InterOcc: In honor of #s17, good time to check out #COflood (ff: @boulderflood) &amp; start building local crews to come help #occupy the r…",Media,['Volunteer'],Related - but not informative
431,431,431,380195894760448000,Text REBUILD to 27722 to donate $10 to Colorado Flood Relief through Lefthand Brewing Co. http://t.co/xRgLUXTmC1 #coflood #longmontflood,Business,['Volunteer'],Related and informative
432,432,432,380272600162648064,Bid now on this one of a kind SIGNED canvas print of our @RedRocksOnline poster. ALL proceeds go to #Coflood relief: http://t.co/uygoDvxS5l,Business,['Volunteer'],Related - but not informative
433,433,433,380288316249092096,RT @DenverChannel: #COFloodRelief fundraiser today! Please retweet! Details: http://t.co/EGSW50RAzT http://t.co/5WPmwRiXiG,NGOs,['Volunteer'],Related and informative
434,434,434,380314362856357888,i360SLGov: FEMA Continues to Support Response to Colorado Flooding http://t.co/oQpftTu3yJ,Government,['Volunteer'],Related and informative
435,435,435,380317298851971072,#Presbyterian Disaster Assistance responds to the #Colorado flooding. Learn what you can do to help: http://t.co/AZTWbHTD3z,NGOs,['Volunteer'],Related and informative
436,436,436,380370927227133953,RT @ConvoyofHope: If you live in #Colorado and would like to volunteer to help with our #CoFlood response. Please sign up here: http://t.co…,NGOs,['Volunteer'],Related and informative
437,437,437,380372567225548800,"RT @Salon: Please, stop futzing around on Twitter and Facebook, and pay attention to the Colorado floods. We need your help http://t.co/Xlr…",Media,['Volunteer'],Related - but not informative
438,438,438,380376690209619968,"RT @LeftHandBrewing: From now to 9/30, @BeerAdvocate will be donating $1 from every mag subscription/renewal to help #COflood relief! http:…",Business,['Volunteer'],Related and informative
439,439,439,380388832710909952,"RT @KDVR: Jake Jabs @AmericanFurn donated $20,000 @RedCrossDenver 4 #coflood victims http://t.co/zwrvTOVQAp http://t.co/he2fjZF7ko THANKYOU!",NGOs,['Volunteer'],Related and informative
440,440,440,380390955062263808,"RT @KDVR: Jake Jabs from @AmericanFurn donated $20,000 to @RedCrossDenver for #coflood victims this AM. http://t.co/Tjo7iNp0lZ http://t.co/…",NGOs,['Volunteer'],Related and informative
441,441,441,380426682126987264,7News gives $10k to #COfloodrelief from Scripps Howard Fund. Who else is stepping up? Telethon tonight 4-10:30. http://t.co/Nx6vBBFanH,Media,['Volunteer'],Related and informative
442,442,442,380428968018841600,RT @vailresorts: Vail Resorts gives $100K &amp; $1 per #EpicPass sold to @RedCross relief efforts in #Colorado #COflood http://t.co/WT8DlpRAui,Business,['Volunteer'],Related and informative
443,443,443,380434349297897472,RT @michellemalkin: VERY COOL! ==&gt;MT @LauraKeeney All proceeds from merch sales at tonite's @muse show go to #coflood relief. http://t.co/f…,Outsiders,['Volunteer'],Related - but not informative
444,444,444,380446512787890178,"Whoops Winston @PushUpsNPaws, we may have started lil tiny bit early. You are our pal. #COFloodRelief",Outsiders,['Volunteer'],Related - but not informative
445,445,445,380450807746797568,"Proud to be playing this all star event in #Loveland, #Colorado to help those affected by the #CoFlood #Potcheen https://t.co/Odn6lq1AAb",Outsiders,['Volunteer'],Related - but not informative
446,446,446,380452581954551809,The Colorado Flood Relief Fundraiser Just kicked off! Call in at 1-877-667-6727 #COfloodrelief,NGOs,['Volunteer'],Related and informative
447,447,447,380453227860590592,RT @DenverChannel: Please RT: #COFloodRelief fundraiser just started: http://t.co/Oi9IgkcJxv,Media,['Volunteer'],Related and informative
448,448,448,380468792922357761,"RT @DenverChannel: $46,468 raised for #COFloodRelief so far! Call 877-667-6727 to donate and Please RT! http://t.co/Ba2o6QkYLN",Media,['Volunteer'],Related and informative
449,449,449,380478183964823552,RT @RedCrossDenver: #COFloodRelief fundraiser full number is 1-877-667-6727 after 4 PM MT,NGOs,['Volunteer'],Related and informative
450,450,450,380500652876894208,Colorado flooding: Humane societies provide for evacuated pets http://t.co/HzbiUQ2orH People living along the Front Range aren’t the only...,NGOs,['Volunteer'],Related and informative
451,451,451,380527873922048000,"RT @patriciazakhem: Tune in to 7NEWS now to help our neighbors in need! $724,264 so far and counting! #COFloodRelief @RedCrossDenver http:/…",Media,['Volunteer'],Related and informative
