Tweet ID,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
7936,406705104000000000,#News 32 to Hospital After Glasgow Helicopter Crash http://t.co/cmPYOsOx0q,Media,Affected individuals,Related and informative
7937,406705145934655488,32 to Hospital After Glasgow Helicopter Crash: The Scottish police say 32 people have been taken to hospitals ... http://t.co/3o3JNzVGxw,Media,Affected individuals,Related and informative
7943,406708258104434688,"RT @BBCBreaking: At least 3 people dead in Glasgow pub #helicopter crash, BBC learns http://t.co/uyBsOK1dlL #Clutha",Media,Affected individuals,Related and informative
7944,406708329399189504,RT @BBCJamesCook: Source: At least three people died in last night’s helicopter crash in Glasgow but the final number will almost certainly…,Media,Affected individuals,Related and informative
7946,406709143077019648,NEWS: Sky News report 6 people have died after helicopter crashed into pub in #Glasgow. 32 in hospital. @tomcroasdell has the latest next,Media,Affected individuals,Related and informative
7956,406713136092164096,#aviation Glasgow helicopter crash: 'Multiple injuries' at Clutha pub: A police helicopter has crashed into a ... http://t.co/m8pwV4NhSr,Media,Affected individuals,Related and informative
7958,406713777795899392,"@BBCBreaking: At least three people died in Glasgow helicopter crash, BBC told http://t.co/5iEfW3j0jh very sad news for Glasgow",Media,Affected individuals,Related and informative
7961,406715979821891584,RT @SEBHEUPDATE: 'Three dead' in pub helicopter crash http://t.co/QK8woeMOqu #SEBHEUPDATE,Media,Affected individuals,Related and informative
7962,406716936118992896,#twisters 'Three dead' in pub helicopter crash: At least three people died after a police helicopter cra... http://t.co/ZC9UZLQ3vw #tcot,Media,Affected individuals,Related and informative
7965,406718206967959552,"Glasgow crash kills at least three: At least three people died in Glasgow helicopter crash, BBC told http://t.co/1fKnWJqkbB #LoMasLeido",Media,Affected individuals,Related and informative
7975,406720719368634368,32 to Hospital After Glasgow Helicopter Crash: The Scottish police say 32 people have been taken to hospitals ... http://t.co/t9zDt2dxox,Media,Affected individuals,Related and informative
7987,406724410360737792,RT @mattleslie74: My father telling me barstaff and customers didn't run away but formed a human chain to pass out the injured #Clutha,Eyewitness,Affected individuals,Related and informative
7994,406725777716039680,#hot #trending #news 'Three dead' in pub helicopter crash http://t.co/GLgVlFORWP http://t.co/XwHhpzK5Pq #socialshakeup,Outsiders,Affected individuals,Related and informative
8002,406727673516269568,.@onedirslaytion 'Three dead' in pub helicopter crash: At least three people died after a police helicopter crashed in...  @orgasmicgomez,Outsiders,Affected individuals,Related and informative
8003,406729053442674688,"RT @BBCBreaking: One person confirmed dead but number expected to rise, after helicopter crash in Glasgow, Police Scotland says http://t.co…",Media,Affected individuals,Related and informative
8007,406731356149121024,"RT @scotgovhealth: If you have concerns for anyone who may have been in #Clutha Vaults pub or surrounding area, call the Casualty Bureau nu…",Government,Affected individuals,Related and informative
8010,406733117752229888,"@nhk_news @BBCBreaking: At least 3 people dead in Glasgow pub #helicopter crash, BBC learns http://t.co/7afLr1t5xi #Clutha",Media,Affected individuals,Related and informative
8016,406735336510062592,"RT @AFP: #BREAKING: Scottish police say one person was killed in the Glasgow helicopter pub crash, but warn the death toll is expected to r…",Media,Affected individuals,Related and informative
8027,406741825110552577,"Police helicopter crashes into packed Glasgow pub, causes 'a number of casualties': By Marian Smith and Elisha... http://t.co/cjMbD2UuRi",Media,Affected individuals,Related and informative
8031,406743846777679872,Glasgow Helicopter Crash: At Least Six Dead http://t.co/Tn6rzKr7dl,Media,Affected individuals,Related and informative
8033,406744169735278592,"RT @MillSteven: The latest from the helicopter crash at 11. 1 person dead, warnings of more to come. 32 injured. Hear from Alex Salmond nex…",Media,Affected individuals,Related and informative
8039,406748292727316481,1 fatality and 32 injured in Glasgow helicopter pub crash.,Outsiders,Affected individuals,Related and informative
8042,406750633157345281,"'Six people killed', more than 30 injured when police helicopter crashes though the roof of a packed Glasgow city centre music pub #sadtweet",Outsiders,Affected individuals,Related and informative
8044,406751325201125376,"RT @cnnbrk: At least 1 person confirmed dead in Glasgow police helicopter crash, chief said. http://t.co/TkM8VwCjY4",Media,Affected individuals,Related and informative
8048,406755032978038785,Glasgow helicopter crash: 'Multiple injuries' at Clutha pub - BBC News - http://t.co/q01xO7Rr7X,Media,Affected individuals,Related and informative
8053,406758895945011200,"RT @BBCBreaking: One person confirmed dead but number expected to rise, after helicopter crash in Glasgow, Police Scotland says http://t.co…",Media,Affected individuals,Related and informative
8054,406759843845124096,RT @DjSkinnyBeatz: Glasgow Helicopter Crash: At Least Six Dead - Yahoo News UK http://t.co/s8515plCqX via @YahooNewsUK,Outsiders,Affected individuals,Related and informative
8055,406761387356991488,@onedirslaytion VIDEO: Rescue effort after helicopter crash: Emergency teams are searching for survivors in a pub on t...  @orgasmicgomez,Outsiders,Affected individuals,Related and informative
8064,406763560006860800,http://t.co/QWNIxLuTd1 'Three dead' in pub helicopter crash,Media,Affected individuals,Related and informative
8065,406763933287325696,"RT @mattmoorek: John McGarrigle believes his father, John Snr, has died in the helicopter crash at the Clutha bar. http://t.co/y7F9WfBGsw",Eyewitness,Affected individuals,Related and informative
8069,406770371564961793,'Three dead' in pub helicopter crash - BBC News Glasgow &amp; West http://t.co/uA0ZpHkgp5,Media,Affected individuals,Related and informative
8071,406771252334833664,"Scottish Police Say A Number Of Casualties In Helicopter Crash, Some Trapped http://t.co/l90h3DoaMD #NEWS",Media,Affected individuals,Related and informative
8078,406773848634167296,"RT @GMA: BREAKING: The search for survivors is on after a police helicopter crashes into a pub in Glasgow, Scotland.  The latest is coming …",Media,Affected individuals,Related and informative
8080,406774939144814592,"RT @BBCScotlandNews: Although one person confirmed  dead by police, BBC understands death toll at least three. #clutha #helicoptercrash htt…",Media,Affected individuals,Related and informative
8084,406782732161658880,BBC News - Glasgow helicopter crash: Response 'courage' praised http://t.co/b5JKnNq3De,Media,Affected individuals,Related and informative
8088,406785936614113280,Glasgow helicopter crash: 'Three dead' at Clutha pub - BBC News http://t.co/3WsyCnZWgl,Media,Affected individuals,Related and informative
8095,406801182901149697,RT @Telegraph: A man believes his father was killed in the #Clutha helicopter crash as it hit right above his favourite seat http://t.co/…,Media,Affected individuals,Related and informative
8104,406814332060577793,"Police Scotland confirm 8 people have died, 14 seriously injured by the Glasgow helicopter crash, according to @STVNews",Media,Affected individuals,Related and informative
8105,406815816844578816,"RT @BBCBreaking: Eight people confirmed dead in #Clutha pub helicopter crash in Glasgow, @policescotland say http://t.co/3YA2NVdJPO",Media,Affected individuals,Related and informative
8107,406816353711300608,Eight dead in pub helicopter crash http://t.co/QFK0Nb0AZU,Outsiders,Affected individuals,Related and informative
8108,406816437567619073,"Helicopter crash, in Glasgow, leaves 8 dead on Friday. http://t.co/9L34qKGaQI",Media,Affected individuals,Related and informative
8109,406816588583956480,"RT @BBCBreaking: Eight people confirmed dead in #Clutha pub helicopter crash in Glasgow, @policescotland say http://t.co/3YA2NVdJPO",Media,Affected individuals,Related and informative
8110,406816852825079808,Now 8 confirmed dead in the helicopter crash?! Fuck 😐,Outsiders,Affected individuals,Related and informative
8111,406817276441395200,"RT @STVNews: Son fears John McGarrigle, missing after the #Clutha helicopter crash, is dead http://t.co/2KKzIGwqOe http://t.co/iM9qdYabhP",Media,Affected individuals,Related and informative
8119,406818996097658880,RT @rtenews: Death toll from helicopter crash into Glasgow pub rises to eight people http://t.co/zO2SG6Uqdm,Media,Affected individuals,Related and informative
8120,406819012883251200,RT @STVNews: Eight people now confirmed dead in the Glasgow helicopter crash http://t.co/823X2aLZX4,Media,Affected individuals,Related and informative
8122,406819281306152960,RT @RealMacKaySTV: RT @STVNews: Eight people now confirmed dead in the Glasgow helicopter crash http://t.co/7TXzPnNdFZ,Media,Affected individuals,Related and informative
8123,406819591705624576,"18:08  AFP BREAKING: Eight killed in Glasgow pub helicopter crash, say Scottish police",Media,Affected individuals,Related and informative
8125,406819948234035201,8 Dead In Police Helicopter Crash Onto Glasgow Pub http://t.co/z9HWwrIbgZ,Media,Affected individuals,Related and informative
8126,406819990151524352,"RT @cnnbrk: 8 killed, 14 seriously injured in helicopter crash into pub, police in Glasgow say. http://t.co/TkM8VwCjY4",Media,Affected individuals,Related and informative
8132,406821869212680192,"RT @BBCBreaking: IN PICTURES - Aftermath of #Clutha pub helicopter crash that killed 8, seriously injured 14 http://t.co/bOc1BqRi3r http://…",Media,Affected individuals,Related and informative
8133,406823211368972288,RT @RicksDesk: 8 confirmed dead 14 serious injuries #Glasgow Police helicopter crash #Clutha pub http://t.co/nhpu4Ual5P @BBCNews,Media,Affected individuals,Related and informative
8135,406823374951043072,"RT @BBCBreaking: IN PICTURES - Aftermath of #Clutha pub helicopter crash that killed 8, seriously injured 14 http://t.co/bOc1BqRi3r http://…",Media,Affected individuals,Related and informative
8136,406823723103051776,Video: Eyewitness describes 'tragic' helicopter crash in Glasgow http://t.co/QdDaV7kVXV,Outsiders,Affected individuals,Related and informative
8138,406824901698260993,"RT @cnnbrk: 8 killed, 14 seriously injured in helicopter crash into pub, police in Glasgow say. http://t.co/TkM8VwCjY4",Outsiders,Affected individuals,Related and informative
8139,406826147398557697,RT @TIME: Update: At least 8 dead and dozens injured in Glasgow helicopter crash http://t.co/KMsXFxngDM,Media,Affected individuals,Related and informative
8142,406827003019800576,RT @bigbhoydoc: Stranraer captain was at the helicopter crash last nite as a fireman till 8am this morning and has turned out 2day 4 his cl…,Outsiders,Affected individuals,Related and informative
8143,406827653165883394,"Police helicopter crashes into packed Glasgow pub, killing at least 8: By Marian Smith and Elisha Fieldstadt, ... http://t.co/6unpmRG7tc",Media,Affected individuals,Related and informative
